1.087463378906250000e+01,-4.186016845703125000e+01,1.504203796386718750e+01,1.919201850891113281e+01,8.456880950927734375e+01,-6.787110137939453125e+01,-3.433140945434570312e+01,2.778938598632812500e+02,4.337362670898437500e+01,7.749373626708984375e+01,1.082513046264648438e+02,4.574634552001953125e+01,-1.198430175781250000e+02,1.573993301391601562e+01,5.224268341064453125e+01,-6.370868682861328125e+01,1.049032669067382812e+02,2.655678367614746094e+01,7.057652282714843750e+01,1.363091430664062500e+02,3.060451889038085938e+01,1.709569396972656250e+02,1.033065261840820312e+02,2.965541076660156250e+01,-1.235998535156250000e+02,-4.783279418945312500e+00,9.318252563476562500e+01,2.054011383056640625e+02,2.778971557617187500e+02,2.079847717285156250e+02,5.512615966796875000e+01,4.503070068359375000e+01,1.040221405029296875e+02,3.432492065429687500e+02,1.941574554443359375e+02,-2.906929931640625000e+02,2.503827819824218750e+02,8.797999572753906250e+01,9.380572509765625000e+01,8.267094421386718750e+01,1.389994812011718750e+02,3.207493286132812500e+02,2.155376129150390625e+02,9.713262176513671875e+01,6.248923492431640625e+01,3.066458129882812500e+01,6.528836059570312500e+01,5.446720504760742188e+01,5.769668579101562500e+01,1.296217346191406250e+01,5.275474548339843750e+01,6.061088180541992188e+01,1.081631088256835938e+02,1.326726531982421875e+01,8.492391204833984375e+01,8.613537597656250000e+01,1.390176696777343750e+02,1.249439468383789062e+02,1.719799194335937500e+02,1.197755203247070312e+02,-1.431412353515625000e+02,-4.281988525390625000e+01,1.333358917236328125e+02,9.437977600097656250e+01,3.027901611328125000e+03,5.098687011718750000e+03,5.157916015625000000e+03,5.144124023437500000e+03,3.480382324218750000e+03,-4.349188964843750000e+03,5.130695312500000000e+03,5.217332519531250000e+03,5.127452636718750000e+03,5.151562500000000000e+03,5.152343261718750000e+03,4.963270996093750000e+03,5.167399902343750000e+03,5.101162597656250000e+03,5.133696777343750000e+03,5.254897460937500000e+02
9.622935180664062500e+02,9.673751831054687500e+02,1.383219238281250000e+03,4.303938293457031250e+01,1.748086059570312500e+03,-6.181132202148437500e+02,8.651734008789062500e+02,6.822823242187500000e+03,9.907178344726562500e+02,1.704738159179687500e+03,4.227431640625000000e+03,1.191110229492187500e+03,-4.434641265869140625e+01,1.642179809570312500e+03,1.718394653320312500e+03,2.757102355957031250e+02,3.045452636718750000e+03,4.176306457519531250e+02,-3.564631347656250000e+02,2.572374511718750000e+03,1.440546997070312500e+03,4.013391601562500000e+03,1.508012573242187500e+03,-3.432694091796875000e+02,-3.626325195312500000e+03,5.736173706054687500e+02,5.983872070312500000e+02,4.626380859375000000e+03,5.650251953125000000e+03,4.909998535156250000e+03,2.120043457031250000e+03,1.334434692382812500e+03,1.930315185546875000e+03,6.368396972656250000e+03,4.322669921875000000e+03,-8.423873046875000000e+03,5.263402343750000000e+03,1.009275451660156250e+03,2.549580322265625000e+03,1.832972290039062500e+03,2.238917236328125000e+03,6.500559082031250000e+03,5.646910156250000000e+03,1.856314697265625000e+03,1.561803588867187500e+03,4.933328552246093750e+02,2.285820068359375000e+03,1.238445678710937500e+03,2.929396484375000000e+03,1.720503051757812500e+03,2.445214599609375000e+03,2.505026611328125000e+03,2.384053466796875000e+03,1.985084472656250000e+03,3.428521972656250000e+03,3.279231445312500000e+03,3.662216308593750000e+03,3.017275634765625000e+03,3.990897949218750000e+03,4.335969238281250000e+03,-2.229670410156250000e+03,-6.348117065429687500e+02,5.485008300781250000e+03,3.551254394531250000e+03,6.597596093750000000e+04,1.122332968750000000e+05,1.128344375000000000e+05,1.127985234375000000e+05,7.500246093750000000e+04,-9.370150781250000000e+04,1.125101796875000000e+05,1.129839921875000000e+05,1.120833828125000000e+05,1.125369296875000000e+05,1.124370937500000000e+05,1.081365156250000000e+05,1.127802421875000000e+05,1.125260078125000000e+05,1.122687812500000000e+05,1.357004199218750000e+04
2.991331298828125000e+03,3.126453613281250000e+03,4.324904296875000000e+03,5.544963836669921875e+01,5.336311035156250000e+03,-1.860223754882812500e+03,2.784496093750000000e+03,2.105535742187500000e+04,3.016478759765625000e+03,5.212472656250000000e+03,1.317113671875000000e+04,3.646631835937500000e+03,7.847801208496093750e+01,5.147953125000000000e+03,5.311020996093750000e+03,9.781805419921875000e+02,9.431242187500000000e+03,1.229255004882812500e+03,-1.329239990234375000e+03,7.844400878906250000e+03,4.473376464843750000e+03,1.235188671875000000e+04,4.529327148437500000e+03,-1.198631835937500000e+03,-1.130864355468750000e+04,1.800178100585937500e+03,1.660646362304687500e+03,1.422716503906250000e+04,1.732654687500000000e+04,1.512350683593750000e+04,6.582245605468750000e+03,4.105018066406250000e+03,5.872351562500000000e+03,1.946567773437500000e+04,1.328535644531250000e+04,-2.620444140625000000e+04,1.615539550781250000e+04,2.977586425781250000e+03,7.863640136718750000e+03,5.608401855468750000e+03,6.777247558593750000e+03,1.993767382812500000e+04,1.745001562500000000e+04,5.652389160156250000e+03,4.790771972656250000e+03,1.462237915039062500e+03,7.087651855468750000e+03,3.779619873046875000e+03,9.151253906250000000e+03,5.403586425781250000e+03,7.622149414062500000e+03,7.795500976562500000e+03,7.305842773437500000e+03,6.244225585937500000e+03,1.068073144531250000e+04,1.020131152343750000e+04,1.130481152343750000e+04,9.283728515625000000e+03,1.227901757812500000e+04,1.349029687500000000e+04,-6.820730468750000000e+03,-1.968636352539062500e+03,1.711586914062500000e+04,1.105015917968750000e+04,2.030295000000000000e+05,3.458753750000000000e+05,3.476579062500000000e+05,3.475701250000000000e+05,2.308245468750000000e+05,-2.886019062500000000e+05,3.466820312500000000e+05,3.480031250000000000e+05,3.453348125000000000e+05,3.467240312500000000e+05,3.464070000000000000e+05,3.330413437500000000e+05,3.474648437500000000e+05,3.467982812500000000e+05,3.459111875000000000e+05,4.188081250000000000e+04
3.349036376953125000e+03,3.532600097656250000e+03,4.992315429687500000e+03,-2.603216857910156250e+02,6.224301269531250000e+03,-2.600969970703125000e+03,3.104671630859375000e+03,2.552691015625000000e+04,3.379181640625000000e+03,6.072465820312500000e+03,1.586089550781250000e+04,4.153027832031250000e+03,-2.024740905761718750e+02,6.005720703125000000e+03,6.198356445312500000e+03,8.983869628906250000e+02,1.128731738281250000e+04,1.182437988281250000e+03,-1.978013183593750000e+03,9.297721679687500000e+03,5.171581054687500000e+03,1.483698144531250000e+04,5.222515625000000000e+03,-1.809747070312500000e+03,-1.422030859375000000e+04,1.899498413085937500e+03,1.698925659179687500e+03,1.713907226562500000e+04,2.093710351562500000e+04,1.823980468750000000e+04,7.762249023437500000e+03,4.715133789062500000e+03,6.875693847656250000e+03,2.355191601562500000e+04,1.597998925781250000e+04,-3.251559960937500000e+04,1.950116992187500000e+04,3.318849609375000000e+03,9.329865234375000000e+03,6.557551269531250000e+03,7.982639648437500000e+03,2.413817382812500000e+04,2.110016601562500000e+04,6.610254394531250000e+03,5.554998046875000000e+03,1.468742431640625000e+03,8.383305664062500000e+03,4.313962402343750000e+03,1.092445898437500000e+04,6.322419433593750000e+03,9.043983398437500000e+03,9.255433593750000000e+03,8.641158203125000000e+03,7.357145019531250000e+03,1.280446777343750000e+04,1.221011523437500000e+04,1.355633300781250000e+04,1.107143847656250000e+04,1.474751855468750000e+04,1.625121875000000000e+04,-8.687358398437500000e+03,-2.742603759765625000e+03,2.071210937500000000e+04,1.325531250000000000e+04,2.488997500000000000e+05,4.245521250000000000e+05,4.267273750000000000e+05,4.266277187500000000e+05,2.831299062500000000e+05,-3.542383437500000000e+05,4.255296875000000000e+05,4.271450312500000000e+05,4.238802812500000000e+05,4.255865312500000000e+05,4.251958437500000000e+05,4.086299375000000000e+05,4.264939375000000000e+05,4.256887500000000000e+05,4.245912187500000000e+05,5.159560937500000000e+04
2.651803955078125000e+03,2.837932373046875000e+03,4.304326660156250000e+03,-9.786281738281250000e+02,5.538134765625000000e+03,-3.332550048828125000e+03,2.400208984375000000e+03,2.495094140625000000e+04,2.681255859375000000e+03,5.389026855468750000e+03,1.522965136718750000e+04,3.459797363281250000e+03,-9.204524536132812500e+02,5.321096191406250000e+03,5.513431152343750000e+03,1.906387939453125000e+02,1.065806250000000000e+04,4.719583129882812500e+02,-2.706910644531250000e+03,8.630318359375000000e+03,4.481847167968750000e+03,1.419909863281250000e+04,4.531233398437500000e+03,-2.541006347656250000e+03,-1.501940722656250000e+04,1.193487792968750000e+03,9.922449340820312500e+02,1.651576562500000000e+04,2.033383984375000000e+04,1.761992187500000000e+04,7.085333984375000000e+03,4.020355712890625000e+03,6.189412597656250000e+03,2.295824414062500000e+04,1.534548242187500000e+04,-3.341255468750000000e+04,1.888766601562500000e+04,2.619586669921875000e+03,8.663085937500000000e+03,5.875045898437500000e+03,7.307062500000000000e+03,2.354764648437500000e+04,2.049911132812500000e+04,5.929649414062500000e+03,4.864845703125000000e+03,7.597495117187500000e+02,7.711557617187500000e+03,3.619165771484375000e+03,1.026591210937500000e+04,5.638192871093750000e+03,8.376190429687500000e+03,8.588376953125000000e+03,7.972104980468750000e+03,6.680931640625000000e+03,1.215989160156250000e+04,1.156035351562500000e+04,1.291321777343750000e+04,1.041508691406250000e+04,1.411004980468750000e+04,1.562067578125000000e+04,-9.454018554687500000e+03,-3.478096435546875000e+03,2.010973046875000000e+04,1.261251269531250000e+04,2.501810156250000000e+05,4.268802812500000000e+05,4.290628437500000000e+05,4.289717812500000000e+05,2.846481562500000000e+05,-3.561737812500000000e+05,4.278638750000000000e+05,4.294900625000000000e+05,4.262058437500000000e+05,4.279205000000000000e+05,4.275283125000000000e+05,4.108154375000000000e+05,4.288332500000000000e+05,4.280241562500000000e+05,4.269215937500000000e+05,5.222783203125000000e+04
1.750682373046875000e+03,1.935264282226562500e+03,3.401406738281250000e+03,-1.883096557617187500e+03,4.632380371093750000e+03,-4.236348144531250000e+03,1.495820678710937500e+03,2.404536328125000000e+04,1.775765380859375000e+03,4.484686523437500000e+03,1.432560253906250000e+04,2.555377197265625000e+03,-1.824897949218750000e+03,4.416442871093750000e+03,4.606766601562500000e+03,-7.126190795898437500e+02,9.762748046875000000e+03,-4.337932739257812500e+02,-3.612104736328125000e+03,7.724928222656250000e+03,3.577138183593750000e+03,1.329278222656250000e+04,3.623491455078125000e+03,-3.449413085937500000e+03,-1.592844726562500000e+04,2.850962219238281250e+02,8.734005737304687500e+01,1.560952734375000000e+04,1.942785546875000000e+04,1.671278515625000000e+04,6.178512207031250000e+03,3.112562988281250000e+03,5.280270996093750000e+03,2.204835156250000000e+04,1.443538183593750000e+04,-3.432027343750000000e+04,1.797893359375000000e+04,1.713676391601562500e+03,7.756029785156250000e+03,4.967696777343750000e+03,6.398715332031250000e+03,2.263942382812500000e+04,1.959122070312500000e+04,5.020400390625000000e+03,3.956577148437500000e+03,-1.473925781250000000e+02,6.803706054687500000e+03,2.710554443359375000e+03,9.357807617187500000e+03,4.729704101562500000e+03,7.466943847656250000e+03,7.679678222656250000e+03,7.066334472656250000e+03,5.774228027343750000e+03,1.125157421875000000e+04,1.065014160156250000e+04,1.200318359375000000e+04,9.509858398437500000e+03,1.320302539062500000e+04,1.471089257812500000e+04,-1.036144726562500000e+04,-4.387510253906250000e+03,1.920086328125000000e+04,1.170539062500000000e+04,2.503753281250000000e+05,4.268883750000000000e+05,4.290636562500000000e+05,4.289782500000000000e+05,2.847615937500000000e+05,-3.561609687500000000e+05,4.278732187500000000e+05,4.294971250000000000e+05,4.262166562500000000e+05,4.279308750000000000e+05,4.275359687500000000e+05,4.109279062500000000e+05,4.288420937500000000e+05,4.280330625000000000e+05,4.269305312500000000e+05,5.241020703125000000e+04
9.581791381835937500e+02,1.139509643554687500e+03,2.601277343750000000e+03,-2.679560058593750000e+03,3.837279785156250000e+03,-5.030913085937500000e+03,6.993806152343750000e+02,2.324835546875000000e+04,9.788829345703125000e+02,3.688850585937500000e+03,1.352988574218750000e+04,1.761157836914062500e+03,-2.620909912109375000e+03,3.620081298828125000e+03,3.809505615234375000e+03,-1.512642333984375000e+03,8.958278320312500000e+03,-1.229655151367187500e+03,-4.409012207031250000e+03,6.929620117187500000e+03,2.781196044921875000e+03,1.249594335937500000e+04,2.826488037109375000e+03,-4.246013183593750000e+03,-1.672707226562500000e+04,-5.155231323242187500e+02,-7.101240844726562500e+02,1.481149902343750000e+04,1.863029492187500000e+04,1.591636914062500000e+04,5.381358398437500000e+03,2.313999755859375000e+03,4.482265625000000000e+03,2.125450195312500000e+04,1.363549902343750000e+04,-3.511988281250000000e+04,1.718069921875000000e+04,9.162821655273437500e+02,6.957841796875000000e+03,4.169030273437500000e+03,5.598692871093750000e+03,2.184137304687500000e+04,1.879043359375000000e+04,4.215639160156250000e+03,3.156575683593750000e+03,-9.470043334960937500e+02,6.003523437500000000e+03,1.910135375976562500e+03,8.559873046875000000e+03,3.930703125000000000e+03,6.667156738281250000e+03,6.880308105468750000e+03,6.263676269531250000e+03,4.973427734375000000e+03,1.045075195312500000e+04,9.848818359375000000e+03,1.120087304687500000e+04,8.709931640625000000e+03,1.240414062500000000e+04,1.391080175781250000e+04,-1.116019726562500000e+04,-5.188043945312500000e+03,1.839895898437500000e+04,1.090212792968750000e+04,2.507521718750000000e+05,4.268894687500000000e+05,4.290652500000000000e+05,4.289791250000000000e+05,2.849589375000000000e+05,-3.561662812500000000e+05,4.278738437500000000e+05,4.294944062500000000e+05,4.262175312500000000e+05,4.279320312500000000e+05,4.275341875000000000e+05,4.111542812500000000e+05,4.288419062500000000e+05,4.280328750000000000e+05,4.269305625000000000e+05,5.264109375000000000e+04
4.780897216796875000e+02,6.561361694335937500e+02,2.109263427734375000e+03,-3.169380615234375000e+03,3.352089843750000000e+03,-5.515771972656250000e+03,2.030479431152343750e+02,2.276378710937500000e+04,4.926776123046875000e+02,3.202712158203125000e+03,1.304286328125000000e+04,1.276012695312500000e+03,-3.107260742187500000e+03,3.132690429687500000e+03,3.323079345703125000e+03,-2.006581420898437500e+03,8.444197265625000000e+03,-1.714859130859375000e+03,-4.896432128906250000e+03,6.444423828125000000e+03,2.295070800781250000e+03,1.200974414062500000e+04,2.340106933593750000e+03,-4.732242675781250000e+03,-1.721412304687500000e+04,-1.006178894042968750e+03,-1.198404541015625000e+03,1.432462304687500000e+04,1.814226562500000000e+04,1.543093750000000000e+04,4.893824707031250000e+03,1.826357421875000000e+03,3.996268310546875000e+03,2.077343554687500000e+04,1.314628027343750000e+04,-3.560782812500000000e+04,1.669483203125000000e+04,4.281345214843750000e+02,6.470707519531250000e+03,3.681443115234375000e+03,5.111276367187500000e+03,2.135400000000000000e+04,1.830237500000000000e+04,3.722792480468750000e+03,2.667449707031250000e+03,-1.438002685546875000e+03,5.515587402343750000e+03,1.422819091796875000e+03,8.071659667968750000e+03,3.443292480468750000e+03,6.180377441406250000e+03,6.394509277343750000e+03,5.771645507812500000e+03,4.484101074218750000e+03,9.960035156250000000e+03,9.362575195312500000e+03,1.071298730468750000e+04,8.220955078125000000e+03,1.191541210937500000e+04,1.342329199218750000e+04,-1.164637792968750000e+04,-5.676140625000000000e+03,1.791094921875000000e+04,1.041260937500000000e+04,2.512301875000000000e+05,4.268905000000000000e+05,4.290743750000000000e+05,4.289788750000000000e+05,2.852093125000000000e+05,-3.562021875000000000e+05,4.278773750000000000e+05,4.294929687500000000e+05,4.262151875000000000e+05,4.279302812500000000e+05,4.275352500000000000e+05,4.114370937500000000e+05,4.288413750000000000e+05,4.280317187500000000e+05,4.269285000000000000e+05,5.294197656250000000e+04
6.066392822265625000e+02,7.833439331054687500e+02,2.232860351562500000e+03,-3.050332031250000000e+03,3.477202636718750000e+03,-5.390859375000000000e+03,3.188771972656250000e+02,2.288949414062500000e+04,6.162393188476562500e+02,3.327075195312500000e+03,1.316656347656250000e+04,1.398617797851562500e+03,-2.983861816406250000e+03,3.256335937500000000e+03,3.446685546875000000e+03,-1.895904785156250000e+03,8.526585937500000000e+03,-1.591065429687500000e+03,-4.773048339843750000e+03,6.569125000000000000e+03,2.420495117187500000e+03,1.213405761718750000e+04,2.465077392578125000e+03,-4.610289062500000000e+03,-1.708948437500000000e+04,-8.893176879882812500e+02,-1.078812500000000000e+03,1.444827050781250000e+04,1.826481250000000000e+04,1.555698437500000000e+04,5.018317382812500000e+03,1.949876953125000000e+03,4.120888183593750000e+03,2.090159179687500000e+04,1.326967089843750000e+04,-3.548679296875000000e+04,1.681859570312500000e+04,5.485786743164062500e+02,6.595173339843750000e+03,3.803575439453125000e+03,5.233625976562500000e+03,2.147738476562500000e+04,1.842602929687500000e+04,3.847031982421875000e+03,2.790290039062500000e+03,-1.319132934570312500e+03,5.637908691406250000e+03,1.545758422851562500e+03,8.191851562500000000e+03,3.563553466796875000e+03,6.298918945312500000e+03,6.514434082031250000e+03,5.896163574218750000e+03,4.605318359375000000e+03,1.007807128906250000e+04,9.486177734375000000e+03,1.083733691406250000e+04,8.344266601562500000e+03,1.203784960937500000e+04,1.354700000000000000e+04,-1.152071191406250000e+04,-5.554244628906250000e+03,1.803449414062500000e+04,1.053428125000000000e+04,2.516291250000000000e+05,4.268909687500000000e+05,4.290749687500000000e+05,4.289767812500000000e+05,2.854178125000000000e+05,-3.562227812500000000e+05,4.278787812500000000e+05,4.294928437500000000e+05,4.262126250000000000e+05,4.279272187500000000e+05,4.275366562500000000e+05,4.116713437500000000e+05,4.288411250000000000e+05,4.280286875000000000e+05,4.269255937500000000e+05,5.320013281250000000e+04
1.310148315429687500e+03,1.489562622070312500e+03,2.943782958984375000e+03,-2.341248779296875000e+03,4.181454589843750000e+03,-4.686610839843750000e+03,1.032705566406250000e+03,2.359888671875000000e+04,1.320359252929687500e+03,4.032454589843750000e+03,1.387141308593750000e+04,2.102006591796875000e+03,-2.279690185546875000e+03,3.960555908203125000e+03,4.150614746093750000e+03,-1.202569580078125000e+03,9.202792968750000000e+03,-8.861209716796875000e+02,-4.068269775390625000e+03,7.273691894531250000e+03,3.127031738281250000e+03,1.283998535156250000e+04,3.171802734375000000e+03,-3.907593261718750000e+03,-1.638337402343750000e+04,-1.913242340087890625e+02,-3.772464599609375000e+02,1.515318066406250000e+04,1.897091796875000000e+04,1.626335644531250000e+04,5.723904296875000000e+03,2.654841308593750000e+03,4.825294433593750000e+03,2.160879492187500000e+04,1.397573632812500000e+04,-3.478410546875000000e+04,1.752486523437500000e+04,1.251743652343750000e+03,7.301556152343750000e+03,4.508168457031250000e+03,5.937265136718750000e+03,2.218173437500000000e+04,1.913108789062500000e+04,4.555533691406250000e+03,3.495912353515625000e+03,-6.166837158203125000e+02,6.342231933593750000e+03,2.250910156250000000e+03,8.894163085937500000e+03,4.265150390625000000e+03,6.997971191406250000e+03,7.215108886718750000e+03,6.602629882812500000e+03,5.309503906250000000e+03,1.078014746093750000e+04,1.019134863281250000e+04,1.154297851562500000e+04,9.047998046875000000e+03,1.274198535156250000e+04,1.425207226562500000e+04,-1.081181542968750000e+04,-4.848304199218750000e+03,1.873995117187500000e+04,1.123721386718750000e+04,2.517791250000000000e+05,4.268902812500000000e+05,4.290717187500000000e+05,4.289764687500000000e+05,2.854954687500000000e+05,-3.562080625000000000e+05,4.278817812500000000e+05,4.294928125000000000e+05,4.262125937500000000e+05,4.279244687500000000e+05,4.275365312500000000e+05,4.117615000000000000e+05,4.288399062500000000e+05,4.280280000000000000e+05,4.269239375000000000e+05,5.330682421875000000e+04
